brand_name,p_category,p_id,p_num_reviews,p_price,p_star,product,r_eyecolor,r_haircolor,r_review,r_skinconcerns,r_skintone,r_skintype,r_star,reviewer
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,Awesome product and plenty of dark shades for us WOC. She actually added more dark shades in this line.,aging,olive,combination,5,Genesis126
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"Omg this foundation is PERFECTION. I sampled it today and set it with my Laura Mercier powder from 11am to 9:00pm. I kid you not, the foundation looked like when i first applied it. NO creasing, NO dry patches, and NO smearing. Its incredible. I think its even better than my Lancome Teint Idole, which i though was my HG foundation lol! I have combo skin, wear shade 415w in Lancome for reference",acne,tan,combination,5,aggiechick
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,blonde,"Oh gosh.  This foundation is very beautiful but it reeked havoc on my skin.  It is very matte, lasting and covers beautifully. However this held back my natural oils which made my skin feel suffocated.  It is heavily fragrant. Within a few days wear - I have 7 pimples.  Ouch.  This is going back.",acne,olive,combination,1,NMG310
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"The only good thing I can say about this foundation is that it was long lasting and looked pretty descent most of the day. Unfortunately, I thought the deeper, darker colors had a pretty red undertone, which I never noticed before from Bobbi Brown. Normally Bobbi Brown does great with her shades. The worst part about this foundation is that it broke my face out. I wasn’t sure if it was truly the foundation that was the culprit. I wore it Saturday and broke out. Face started clearing up Sunday. Wore it Monday, broke out. Face started clearing up Tuesday. Just to be certain I wore it again on Wednesday, broke out. Needless to say I am done with this foundation.",acne,dark,oily,2,nicesmile
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"I got a sample of this and I'm wearing it for the first time today so I can't review how it wears all day for oily skin and whether it causes breakouts, but I will say that it is a PERFECT color match for my skin. 

I have multiple types of yellow undertones on my face so I always have to wear two foundations no matter the brand (not a big deal to me since I prefer my-skin-but-better makeup and it usually takes 2 shades to get that look). For reference, I'm usually somewhere between 3y07 to 3y10 depending on the time of year. I have warm yellow undertones on the edge of my face that are fairly easy to match, but cool yellow undertones in the center of my face and down my neck/chest that become impossible to match in the winter when my skin gets pale.  Most warm/golden/yellow foundations tend to just sit on top of my skin instead of sinking in like they should for a spot-on color match. This didn't come up as a match for me online, but I tried it on a whim in store and I'm so glad I did because it matches the extra cool yellow, olive undertones that show up in my skin perfectly. So, I highly recommend this as a starting point for anyone like me who might be struggling to find the right shade for their yellow olive undertones.

Color stuff aside, this is probably one of the weirdest textures I've encountered in a foundation, but not in a bad way. It doesn't dry quickly but it also doesn't spread as easily as other foundations, so I think it's easier to work in small sections on your face using your fingers or a flat brush to lay on then blend as you go instead of dabbing on all over then blending all at once. Even though it doesn't spread like other foundations, it also doesn't ball up when you're trying to buff it in--again, magic. I also think it works better when you apply in very thin layers to build up to the coverage you want instead of putting a lot on at once.",acne,tan,combination,5,uwsbeautyjunkie
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,blue,brunette,"I bought this foundation because it was what the worker at Sephora recommended for my skin. After just a few hours, it started breaking up really bad around my nose and chin. It didn't pile up, it just seemed to disappear, which was really weird. Grabs onto dry skin really bad, so I don't think i would purchase this again.",acne,light,combination,1,Camryncook
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"Although bobbi brown as a brand is wonderful, this foundation is not. While the finish is beautiful upon application, it breaks down quite terribly. It also clings to pores and transfers very easily. Would not recommend.",darkCircles,light,normal,2,Nikkisiltz
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,green,brunette,Feels wonderful on skin! It doesn't clog my pores or feel greasy. Best foundation yet!,acne,fair,normal,5,BeautyBabe18
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,This product is my new go to foundation. I just got it and am already in love!! Best longwear foundation out there by far,blackheads,olive,combination,5,Karlllllll
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,Best foundation I've ever used. I've never bought the same foundation twice but this might be the first one. It give a beautiful natural matte finish and makes you look airbrushed. It's money well spent.,acne,dark,combination,5,sammimii
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"I loved the foundation and it’s really stand for long time, but when I bought it I thought it was like my skin color, but it was little darker",blackheads,dark,dry,4,Saisabanalsh
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,blue,brunette,"I have more oily skin and have a problem with foundations oxidizing, and that never happens when I wear this, and it doesn’t make me look super oily throughout the day! But I bought this because I heard it was a matte finish but personally I think it’s more of a your-skin-but-better kind look. It’s definitely not full coverage when you first apply, if you want more coverage surprisingly a sponge is the better option. You can build it up to a fuller coverage , I don’t know what it is but it covers blemishes without looking cakey, doesn’t cling to dry patches and controls oil so well. I definitely think you have to set it but I wore it for 12 hours and only touched up around the 7 hour mark, plus it never settled in my smile lines which is a huuuuge issue for me with other foundations.",acne,light,combination,5,Jordynnnn
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"I got this as a sample and am so happy I didn’t buy it.  Do not buy this if your skin is at all on the drier side. I didn’t realize how flaky my skin was until applying this, it clings to EVERYTHING.",acne,light,combination,1,kait1988
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"I am the pickiest when it comes to foundation. I have pretty good skin overall, combination with some minor localized pitted acne scarring. I only just started wearing foundation every once in a while, definitely not every day, and I prefer sheer coverage...I can't stand perfect artificial-looking skin. I tried the original Bobbi Brown skin foundation and loved the finish plus they have an exact match to my skin. I love Bobbi Brown's shade system; I don't have to get matched for every different foundation, I know that 5.25 Cool Honey is my shade in all of their different foundations.
This foundation is excellent...it gives a flawless look that doesn't look artificial. It looks just like my skin but more airbrushed. The reason I know it's good is because the first time my husband saw me he commented on how nice my makeup looked. My husband hates it when girls wear too much makeup or when it looks obvious they're wearing heavy foundation. A huge plus of this product is how long-wearing and moisture-resistant it is!",acne,tan,combination,5,FH324
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"for my combo oily gals who are looking for a skin like non heavy foundation! I use this with the vitamin enriched face base with the estee lauder mattifying primer or hourglass mineral veil in my t-zone, set it with Bobbi brown sheer pressed powder and this this lasts for 10+ hours with only 2 touch ups. this isn't drying for my skin and looks so healthy and not flat or dry.  this is not full coverage though as it claims to be; I say more light medium to buildable high medium coverage. this also does not crease in my smile lines or settle in the creases of my nose. this also sits well on top of my nose and does get too shiny. overall Bobbi brown has done it again!",,medium,oily,5,ericamari
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"I have tried many foundations with my combination skin and this held up extremely well. I had this foundation on for 10 hours and it looked amazing. This foundation made my skin look airbrushed and covered any little flaw I had. Though, the foundation did crease around my mouth and broke apart on the sides of my nose but these issues are fixable. Overall, this is a great foundation and I recommend it to anyone who has oily or combo skin. It is safe to say I have finally found my holy grail :).",blackheads,tan,combination,5,ISR2500
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,blue,brunette,"This foundation is decent. I have dry, flaky skin and this didn’t cling to any of my dry patches. It didn’t settle in any creases/ fine lines, but it doesn’t do much for minimizing my pores. It says that is will conceal them, but it didn’t do anything for me. It’s definitely not full coverage. I would say light-medium if anything. My acne scars and pimples still showed through, but it’s a buildable foundation so I go over those areas a little more. It’s long wearing and doesn’t come off throughout the day, either.",acne,fair,dry,4,Lnl00
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,,,"Loved this foundation! Probably the best I've ever tried, Gives great coverage (for me, about high medium with 2-3 pumps), builds well, looks flawless, doesn't crease, lasted all day, and felt like nothing on my face. I have combo/oily skin so I used a primer and set it with powder at the end. I applied the foundation with a beauty blender and also tried a brush. But definitely preferred the beauty blender. I have a very difficult time finding my shade in almost every brand but this one is a pretty spot on match for me with the olive and yellow undertones. I have always loved the shade match with Bobbi Brown but was wanting a liquid foundation with a more satin matte finish like this and it has arrived! Thank you Bobbi Brown!
For reference my closest matches in other foundations are Mac C6/NC44 (too peachy/too orange for me), Fenty Beauty 330 (pretty close undertone, but not quite), Nars Tahoe (Too caramel, not enough yellow and half shade too dark for me).",,tan,combination,5,DD05
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,It’s honestly worth it!!! I took a picture with Flash. And I don’t look ghost at all. So I can honestly say I recommend this product for the ladies that love to take pictures and doesn’t like to look pale when taking pictures. It is semi matte so you will have a little shine to your face. And it blendible and can be layered to get full coverage.,darkCircles,tan,combination,5,CCinpink
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,I was really impressed with this foundation. pretty much no foundation holds up around my noise I always have to repowder but not with this one. after 6 hours no touch up need and still looked beautiful,,dark,combination,5,agclt2014
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,green,blonde,"ive been searching FOREVER for a foundation to work with my oily skin. the first day i wore it , it went on perfectly. i was so excited about it because i thought i finally found the perfect foundation. however on the second day, it was so cakey and blotchy. a few spots on my face were red and the makeup looked scaly. i was so upset. i’m going to be giving it a try one more day. just really disappointed:-/",acne,fair,combination,3,hannahbsimp
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"Bobbi Brown really blew this one out of the water. This foundation has a beautiful, natural skin like appearance that really seems to blur imperfections, pores, fine lines, you name it. I wouldn't consider it full coverage, but it is buildable to a high medium. It dries down to a soft matte finish that isn't drying or patchy. The consistency reminds me of the new Laura Mercier Flawless Fusion foundation, but nowhere near as drying. I have combo dry skin and it works just fine, however it would probably suit someone with combo to oily skin a lot better. I did not feel a need to set this foundation with powder (but I do it anyways). It wore very well throughout the day and did not separate or settle in any fine lines or creases. I used it with both a beauty blender and a buffing brush; surprisingly enough I think it works best with the brush. I tried this foundation with and without a primer (both silicone and water based), and I personally think it looked better without primer. I had this foundation in the shade Warm Sand 2.5, the color range in this foundation is not consistent with the other Bobbi foundations. I'm usually Sand 2 but found that shade in this particular foundation very cool toned and almost grayish looking. Warm Sand is great for fair/light skin with olive/yellow undertones. For reference, I am S01 in the Stellar Limitless foundation, Almond in Too Faced Born This Way foundation and 1w1 in Laura Mercier Flawless Fusion (I could be wrong on the exact name of that, but it's the newest LM foundation of 2017).",acne,light,combination,5,K8rTotz
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"My combination, but mostly oily, skin is hard to tame, especially with the flip-floppy weather! This foundation has so many positives, I’m not sure where to start. It’s truly lightweight, provides full coverage, and all though it’s a matte, it’s not drying and doesn’t give my skin that tight, reptilian feeling. There is some scientific sorcery behind this foundation. No, seriously...Harry Potter conjured this himself! I’m in love! I was worried about the price tag initially, as my previous foundation selections were cheaper, but they definitely weren’t as worthy as this one!!! This is my first Bobbi Brown product, but it certainly won’t be the last.",acne,olive,combination,5,misstyeisha
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"Such a great foundation. Was somewhat matte, but still kept skin looking like HEALTHY skin. I had a healthy glow still! No white cast, even though it's SPF. My new favorite foundation!",acne,medium,oily,5,AnJellyCa16
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,blue,blonde,"Pros: it looked really natural and skin-like. and it lasted all day! But Cons: it says full coverage but it definitely is not. it also smells super strange...like tee tree   oatmeal   bug repellant. And it never totally dries down...it stays a bit sticky (long-lasting, but glue-like sticky).",acne,porcelain,oily,2,somegirljess
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,blue,brunette,"I honestly don't think I've ever used a foundation this perfect before. I have combo-oily skin, and it works wonders for me. It's a little sticky upon application, but once you set it with powder that goes away. It lasts the entire day (for me that's usually from about 7 am - 10 pm), and I do have to blot halfway through the day but after doing that the foundation still looks flawless. I've tried it with a number of primers and it performs well with most, but the best are the Hourglass Mineral Veil and the YSL Touche Éclat Blur Primer. I wouldn't say this is full coverage, it's more medium, but that's my preference so I wasn't disappointed with the coverage. I think this just may have replaced my Estée Lauder Double Wear!",acne,porcelain,combination,5,Carleton27
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"I'm torn between giving this three stars and four. As a preface, I am fair with an olive-yellow undertone and very oily skin that occasionally breaks out.

Pros:
*Nice color range with a good mix of undertones.
*Depending on application and amount used, this can go anywhere from a light coverage to the fuller side of medium. Two pumps with a buffing brush gets me a nice medium coverage that evens out minor discoloration.
*Finish is pretty natural. I can still see it on my skin, but it doesn't look cakey. Neither matte nor dewy on my skin. Before setting, finish is satin-like.

Cons:
*STICKY! Why am I not seeing more people commenting this? This foundation does not set no matter how long you leave it. It remains very tacky and will transfer. I find that to get rid of the stickiness, I have to set my entire face with a pretty good amount of translucent setting powder. The powder really, really seems to cling to it though, and I end up with an overly powdered look. This is something I haven't experienced with other foundations. I've experimented with just powdering my t-zone, but when not set, this foundation lifts, and I just don't like the feeling of it.
*Feels heavy. Again, this is due to the sticky feeling. This foundation doesn't feel like skin to me.
*This isn't a good foundation for acne coverage.
*Pricey, but we all know Bobbi's boojie.
*Only moderately oil-controlling.

I don't know. I want to like this foundation, but I just don't like the way it feels. I got it for my wedding day, and maybe I'll use it for that, but I don't think this'll be an everyday foundation.",acne,fair,oily,3,mechanicgirl
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,green,blonde,"Ok so I try every foundation out there, and this has to be the best one yet. This foundation looks incredibly natural and to my surprise stays put very nicely. I have oily skin so it’s always tough to find a natural finish foundation that will actually stay on my face. I wore it from 8 am to 3 am (although it is winter- but still) I’m impressed.",,fair,oily,5,jesshaidar
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"*face palm* to anyone with super dry skin who bought this MATTE foundation and expected it to be anything other than MATTE  and gave this a bad review.

Anyway, this foundation is a dream for me and my combo skin.  I usually stay as far away from foundations that are labeled matte because unless I use some super moisturizing illuminating primer under it, it will cling to any texture I have going on, not cute. The claim that this is not a regular matte foundation is what drew me in and that claim rings true. This is one of the first ""matte"" foundations I've ever enjoyed putting on because it does not dry out my skin or emphasize texture like a regular matte foundation. It doesn't sink into my pores OR my smile lines which is extremely rare, especially for the smile lines. It doesn't dry down completely either which means no texture emphasis. The texture is sort of thick and moussey which I don't mind. It also feels a little hydrating too? I love this foundation, it's a new fave for me and I will be buying back up bottles lmao! And can we talk about this shade range? So glad Bobbi Brown didn't compromise this shade range and kept it the same as the regular skin foundation. No shades are missing and all the shades match up in both lines. I am the same shade in both lines which made it remarkably easy for me to find my match, I mean I didn't really have to search at all considering I'm 6.75 in both lines. I really enjoy the shade range of this foundation and how Bobbi Brown recognizes that there are  more undertones than just ""warm"" and ""cool"" or ""pink"" and ""red"". Amazing job with this foundation!",acne,dark,oily,5,AllHailAlexia
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"This foundation gets a 10 out of 10 every time.  I got a free sample of this delightful product and my life changed for the better. This foundation does IT ALL! This is so long wear I didn't have to re-apply for weeks (okay maybe that's a little exaggerated..but you get the point). Nonetheless, this stuff is the bomb.com and I suggest you give it a try.   
This foundation saved my marriage. No longer do I have to waste our housing mortgage money at Sephora buying and trying every foundation. I finally found one that works. My husband is happy to know we will have the money to keep our house and send the kids to college.  Bobbi Brown saved my life and my kids future.",acne,tan,oily,5,StephanieMarie7
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,blonde,"I was leaning towards disliking this product at first because its honestly just so sheer. I don't have much of a problem with acne and it covers my redness just fine, but I still wish it had at least a tiny bit more coverage to it. If you have really bad acne or skin problems and you like to cover it mostly or completely, this product is probably not for you. I don't really use concealer because I like my foundation to cover most of what I need it to cover, and since I have little skin problems my past foundations have covered it just fine even if they were thinner. This is the sheerest foundation I've owned. However, it REALLY looks like skin. It does not cling to any dry spots and just has a very natural skin-like finish, so I'd say its worth using a separate concealer on any major spots you'd need heavier coverage from. Another con is that it smells like sunscreen to me. Apparently its supposed to be a light lavender scent. I usually don't care about scent but it just seriously smells like a thick sunscreen. The scent doesn't linger, though, once you've applied it to the skin. I will end with the last pro- It is good for my oily skin. It doesn't hold up as much as a matte foundation would, but even when it starts to break only a bit of shine comes through and actually complements the foundation haha. This is a good foundation for those with oily skin, but still want to enjoy a dewy complexion!",,light,combination,4,asira22
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"I hope I dont jinx myself for giving this 5 stars already... BUT, so far this has become my holy grail! I have been searching for something that last all day, looks like skin, keeps oils at bay, ACTUALLY MATCHES my slight olive/yellow undertones, and feel like NOTHING is on my skin! So far, this has done all the above! It isn’t FULL CAKE COVERAGE... but for Bobbi Brown, it most certainly is full coveage! I can get away with a slight spot conceal and then one layer of foundation! Gosh for me putting my makeup on around 6:30am and it staying on until 8pm... this foundation looks beautiful the whole day through! Does have a sunscreen scent... which i personally enjoy having in my foundation... esp if it doesnt get oily! I will admit, it seems like you need quite a bit of pumps for a whole face/neck area... but it is worth the price tag!",acne,olive,combination,5,kbabe3
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,hazel,brunette,"I purchased this foundation hoping to find a matte/natural finish foundation that wouldn’t make me super dry. I initially applied it with an Artis brush, but quickly found my BB to be waaaay more effective as the product is very thick. On my skin it just seemed heavy, like I had a mask on, but I wouldn’t say it looked bad? I don’t know. I felt like my face was going to crack off, and that was prepping with my night cream instead of my lighter moisturizer. I think this foundation would work beautifully for combo and oily skin types. By the end of the day it was breaking up from how dry I was around my T Zone, buuuuut when I went to remove my makeup I was pleased to see it held up all day (except for my weird t zone issue). Staying power 4/5, very medium/high coverage, and I wouldn’t call this natural but I would call it one of the more natural looking matte foundations out there. Bottom line my skin is too dry for it but it is definitely a good formula.",blackheads,fair,combination,3,euthybro
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,blue,brunette,"I’ve been searching for the perfect foundation for a while. After reading several good reviews, I decided to give it a shot. The color I selected matched perfect. But after wearing it 4 hours, it was very oily. I have combo to oily skin & this was not matte enough for me. I would describe the coverage as medium. It did not cover as much as I had hoped. I will be returning. I have a problem with  foundation caking or cracking & this one wasn’t too bad.",acne,medium,oily,2,lizgirl92
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"Doesn't crease, perfect match for my skin!",acne,fair,combination,5,Abigail1991
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,green,red,"Sephora didn’t post my first review so trying this again. 

Claims and if accurate or not:
 
Full coverage - this is definitely not a full coverage foundation, it is a true medium (even with 2 pumps)
Oil control - did not control my oils in the t zone 
Weightless - the foundation never really dries and stays very tacky to the touch and feels heavy and tight on the skin for at least 3-4 after application 
Skin like - it does look skin like upon application and very flawless, but breaks down and gets patchy throughout the day (nose sides and chin area)
16 hr wear - I disagree, as the foundation transfers throughout the day and breaks up especially around t zone and nose area
Colour range - really good. Porcelain was a perfect match for me (I am y215 in MUFE)
Non acnegenic - I disagree as this foundation broke me out within days (probably the demithicone)

For reference my skin is combination - normal with oily t zone 
 
Conclusion: I prefer more hydrating formulas that are water based that would balance out my oily t zone. I enjoy a waterproof and transfer proof formula with sheer to medium coverage. I do really appreciate the fact this foundation includes spf 15, however spf 30 would be ideal. 
All in all I will stick to other formulas I like better",acne,fair,combination,2,chabawaba
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,Not good. Its somehow cold on the skin when you apply it like you’ve kept it in the fridge. Goes on cakey and textured. Didnt work for me at all. Coverage is good and the color selection is large.,acne,light,oily,2,PatriciaSardo
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,hazel,brunette,"Great product, blends very nicely, not cakey at all and very flawless.",darkCircles,medium,dry,5,natalieeare
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,green,brunette,I've worn it for 2 days and it looks shiny in less than an hour. I use a primer and powder and feel the need to constantly use blotting papers. It feels rather heavy and wore off my nose in no time at all. I seriously love so many BB products but not her foundations. so disapointed.,aging,fair,combination,2,jenn72
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"I wanted to try this foundation because it was said to control oil. I have a VERY OILY t-zone. And most foundations, no matter how matte, do not stop the oils in my skin from coming through after a couple hours. This foundation was no different. Sephora color IQ matched me perfectly and the finished was very nice, matte without looking dry. It does have a very strong smell when applying but it goes away by the time you’re done with your make up (or maybe the smell of my Sweet Peach Blush and Eyeshadow drowned it out). Ultimately I returned it because it made my face itch. So if you can get pass the smell and don’t really need a lot of oil control, this could be a good natural matte foundation for you.",darkCircles,olive,oily,3,paigekatara
